Award Title,film_name,Nominee Name(s),Won,Year,url
Writing (Original Screenplay),Vice,Adam McKay,0,2019,https://letterboxd.com/film/vice-2018/
Actor in a Leading Role,Darkest Hour,Gary Oldman,1,2018,https://letterboxd.com/film/darkest-hour/
Actor in a Leading Role,Call Me by Your Name,Timothée Chalamet,0,2018,https://letterboxd.com/film/call-me-by-your-name/
Actor in a Leading Role,Phantom Thread,Daniel Day-Lewis,0,2018,https://letterboxd.com/film/phantom-thread/
Actor in a Leading Role,Get Out,Daniel Kaluuya,0,2018,https://letterboxd.com/film/get-out-2017/
Actor in a Leading Role,"Roman J. Israel, Esq.",Denzel Washington,0,2018,https://letterboxd.com/film/roman-j-israel-esq/
Actor in a Supporting Role,"Three Billboards outside Ebbing, Missouri",Sam Rockwell,1,2018,https://letterboxd.com/film/three-billboards-outside-ebbing-missouri/
Actor in a Supporting Role,The Florida Project,Willem Dafoe,0,2018,https://letterboxd.com/film/the-florida-project/
Actor in a Supporting Role,"Three Billboards outside Ebbing, Missouri",Woody Harrelson,0,2018,https://letterboxd.com/film/three-billboards-outside-ebbing-missouri/
Actor in a Supporting Role,The Shape of Water,Richard Jenkins,0,2018,https://letterboxd.com/film/the-shape-of-water/
Actor in a Supporting Role,All the Money in the World,Christopher Plummer,0,2018,https://letterboxd.com/film/all-the-money-in-the-world/
Actress in a Leading Role,"Three Billboards outside Ebbing, Missouri",Frances McDormand,1,2018,https://letterboxd.com/film/three-billboards-outside-ebbing-missouri/
Actress in a Leading Role,The Shape of Water,Sally Hawkins,0,2018,https://letterboxd.com/film/the-shape-of-water/
Actress in a Leading Role,"I, Tonya",Margot Robbie,0,2018,https://letterboxd.com/film/i-tonya/
Actress in a Leading Role,Lady Bird,Saoirse Ronan,0,2018,https://letterboxd.com/film/lady-bird/
Actress in a Leading Role,The Post,Meryl Streep,0,2018,https://letterboxd.com/film/the-post-2017/
Actress in a Supporting Role,"I, Tonya",Allison Janney,1,2018,https://letterboxd.com/film/i-tonya/
Actress in a Supporting Role,Mudbound,Mary J. Blige,0,2018,https://letterboxd.com/film/mudbound/
Actress in a Supporting Role,Phantom Thread,Lesley Manville,0,2018,https://letterboxd.com/film/phantom-thread/
Actress in a Supporting Role,Lady Bird,Laurie Metcalf,0,2018,https://letterboxd.com/film/lady-bird/
Actress in a Supporting Role,The Shape of Water,Octavia Spencer,0,2018,https://letterboxd.com/film/the-shape-of-water/
Animated Feature Film,Coco,Lee Unkrich and Darla K. Anderson,1,2018,https://letterboxd.com/film/coco-2017/
Animated Feature Film,The Boss Baby,Tom McGrath and Ramsey Naito,0,2018,https://letterboxd.com/film/the-boss-baby/
Animated Feature Film,The Breadwinner,Nora Twomey and Anthony Leo,0,2018,https://letterboxd.com/film/the-breadwinner/
Animated Feature Film,Ferdinand,Carlos Saldanha and Lori Forte,0,2018,https://letterboxd.com/film/ferdinand/
Animated Feature Film,Loving Vincent,"Dorota Kobiela, Hugh Welchman and Ivan Mactaggart",0,2018,https://letterboxd.com/film/loving-vincent/
Cinematography,Blade Runner 2049,Roger A. Deakins,1,2018,https://letterboxd.com/film/blade-runner-2049/
Cinematography,Darkest Hour,Bruno Delbonnel,0,2018,https://letterboxd.com/film/darkest-hour/
Cinematography,Dunkirk,Hoyte van Hoytema,0,2018,https://letterboxd.com/film/dunkirk-2017/
Cinematography,Mudbound,Rachel Morrison,0,2018,https://letterboxd.com/film/mudbound/
Cinematography,The Shape of Water,Dan Laustsen,0,2018,https://letterboxd.com/film/the-shape-of-water/
Costume Design,Phantom Thread,Mark Bridges,1,2018,https://letterboxd.com/film/phantom-thread/
Costume Design,Beauty and the Beast,Jacqueline Durran,0,2018,https://letterboxd.com/film/beauty-and-the-beast-2017/
Costume Design,Darkest Hour,Jacqueline Durran,0,2018,https://letterboxd.com/film/darkest-hour/
Costume Design,The Shape of Water,Luis Sequeira,0,2018,https://letterboxd.com/film/the-shape-of-water/
Costume Design,Victoria & Abdul,Consolata Boyle,0,2018,https://letterboxd.com/film/victoria-abdul/
Directing,The Shape of Water,Guillermo del Toro,1,2018,https://letterboxd.com/film/the-shape-of-water/
Directing,Dunkirk,Christopher Nolan,0,2018,https://letterboxd.com/film/dunkirk-2017/
Directing,Get Out,Jordan Peele,0,2018,https://letterboxd.com/film/get-out-2017/
Directing,Lady Bird,Greta Gerwig,0,2018,https://letterboxd.com/film/lady-bird/
Directing,Phantom Thread,Paul Thomas Anderson,0,2018,https://letterboxd.com/film/phantom-thread/
Documentary (Feature),Icarus,Bryan Fogel and Dan Cogan,1,2018,https://letterboxd.com/film/icarus-2017/
Documentary (Feature),Abacus: Small Enough to Jail,"Steve James, Mark Mitten and Julie Goldman",0,2018,https://letterboxd.com/film/abacus-small-enough-to-jail/
Documentary (Feature),Faces Places,"Agnès Varda, JR and Rosalie Varda",0,2018,https://letterboxd.com/film/faces-places/
Documentary (Feature),Last Men in Aleppo,"Feras Fayyad, Kareem Abeed and Søren Steen Jespersen",0,2018,https://letterboxd.com/film/last-men-in-aleppo/
Documentary (Feature),Strong Island,Yance Ford and Joslyn Barnes,0,2018,https://letterboxd.com/film/strong-island/
Documentary (Short Subject),Heaven Is a Traffic Jam on the 405,Frank Stiefel,1,2018,https://letterboxd.com/film/heaven-is-a-traffic-jam-on-the-405/
Documentary (Short Subject),Edith+Eddie,Laura Checkoway and Thomas Lee Wright,0,2018,https://letterboxd.com/film/editheddie/
Documentary (Short Subject),Heroin(e),Elaine McMillion Sheldon and Kerrin Sheldon,0,2018,https://letterboxd.com/film/heroine-2017/
Documentary (Short Subject),Knife Skills,Thomas Lennon,0,2018,https://letterboxd.com/film/knife-skills/
Documentary (Short Subject),Traffic Stop,Kate Davis and David Heilbroner,0,2018,https://letterboxd.com/film/traffic-stop/
Film Editing,Dunkirk,Lee Smith,1,2018,https://letterboxd.com/film/dunkirk-2017/
Film Editing,Baby Driver,Paul Machliss and Jonathan Amos,0,2018,https://letterboxd.com/film/baby-driver/
Film Editing,"I, Tonya",Tatiana S. Riegel,0,2018,https://letterboxd.com/film/i-tonya/
Film Editing,The Shape of Water,Sidney Wolinsky,0,2018,https://letterboxd.com/film/the-shape-of-water/
Film Editing,"Three Billboards outside Ebbing, Missouri",Jon Gregory,0,2018,https://letterboxd.com/film/three-billboards-outside-ebbing-missouri/
Foreign Language Film,A Fantastic Woman,Chile,1,2018,https://letterboxd.com/film/a-fantastic-woman/
Foreign Language Film,The Insult,Lebanon,0,2018,https://letterboxd.com/film/the-insult/
Foreign Language Film,Loveless,Russia,0,2018,https://letterboxd.com/film/loveless-2017/
Foreign Language Film,On Body and Soul,Hungary,0,2018,https://letterboxd.com/film/on-body-and-soul/
Foreign Language Film,The Square,Sweden,0,2018,https://letterboxd.com/film/the-square-2017/
Makeup and Hairstyling,Darkest Hour,"Kazuhiro Tsuji, David Malinowski and Lucy Sibbick",1,2018,https://letterboxd.com/film/darkest-hour/
Makeup and Hairstyling,Victoria & Abdul,Daniel Phillips and Lou Sheppard,0,2018,https://letterboxd.com/film/victoria-abdul/
Makeup and Hairstyling,Wonder,Arjen Tuiten,0,2018,https://letterboxd.com/film/wonder-2017/
Music (Original Score),The Shape of Water,Alexandre Desplat,1,2018,https://letterboxd.com/film/the-shape-of-water/
Music (Original Score),Dunkirk,Hans Zimmer,0,2018,https://letterboxd.com/film/dunkirk-2017/
Music (Original Score),Phantom Thread,Jonny Greenwood,0,2018,https://letterboxd.com/film/phantom-thread/
Music (Original Score),Star Wars: The Last Jedi,John Williams,0,2018,https://letterboxd.com/film/star-wars-the-last-jedi/
Music (Original Score),"Three Billboards outside Ebbing, Missouri",Carter Burwell,0,2018,https://letterboxd.com/film/three-billboards-outside-ebbing-missouri/
Best Picture,The Shape of Water,"Guillermo del Toro and J. Miles Dale, Producers",1,2018,https://letterboxd.com/film/the-shape-of-water/
Best Picture,Call Me by Your Name,"Peter Spears, Luca Guadagnino, Emilie Georges and Marco Morabito, Producers",0,2018,https://letterboxd.com/film/call-me-by-your-name/
Best Picture,Darkest Hour,"Tim Bevan, Eric Fellner, Lisa Bruce, Anthony McCarten and Douglas Urbanski, Producers",0,2018,https://letterboxd.com/film/darkest-hour/
Best Picture,Dunkirk,"Emma Thomas and Christopher Nolan, Producers",0,2018,https://letterboxd.com/film/dunkirk-2017/
Best Picture,Get Out,"Sean McKittrick, Jason Blum, Edward H. Hamm Jr. and Jordan Peele, Producers",0,2018,https://letterboxd.com/film/get-out-2017/
Best Picture,Lady Bird,"Scott Rudin, Eli Bush and Evelyn O'Neill, Producers",0,2018,https://letterboxd.com/film/lady-bird/
Best Picture,Phantom Thread,"JoAnne Sellar, Paul Thomas Anderson, Megan Ellison and Daniel Lupi, Producers",0,2018,https://letterboxd.com/film/phantom-thread/
Best Picture,The Post,"Amy Pascal, Steven Spielberg and Kristie Macosko Krieger, Producers",0,2018,https://letterboxd.com/film/the-post-2017/
Best Picture,"Three Billboards outside Ebbing, Missouri","Graham Broadbent, Pete Czernin and Martin McDonagh, Producers",0,2018,https://letterboxd.com/film/three-billboards-outside-ebbing-missouri/
Production Design,The Shape of Water,Paul Denham Austerberry; Set Decoration: Shane Vieau and Jeffrey A. Melvin,1,2018,https://letterboxd.com/film/the-shape-of-water/
Production Design,Beauty and the Beast,Sarah Greenwood; Set Decoration: Katie Spencer,0,2018,https://letterboxd.com/film/beauty-and-the-beast-2017/
Production Design,Blade Runner 2049,Dennis Gassner; Set Decoration: Alessandra Querzola,0,2018,https://letterboxd.com/film/blade-runner-2049/
Production Design,Darkest Hour,Sarah Greenwood; Set Decoration: Katie Spencer,0,2018,https://letterboxd.com/film/darkest-hour/
Production Design,Dunkirk,Nathan Crowley; Set Decoration: Gary Fettis,0,2018,https://letterboxd.com/film/dunkirk-2017/
Short Film (Animated),Dear Basketball,Glen Keane and Kobe Bryant,1,2018,https://letterboxd.com/film/dear-basketball/
Short Film (Animated),Garden Party,Victor Caire and Gabriel Grapperon,0,2018,https://letterboxd.com/film/garden-party-2017/
Short Film (Animated),Lou,Dave Mullins and Dana Murray,0,2018,https://letterboxd.com/film/lou-2017/
Short Film (Animated),Negative Space,Max Porter and Ru Kuwahata,0,2018,https://letterboxd.com/film/negative-space/
Short Film (Animated),Revolting Rhymes,Jakob Schuh and Jan Lachauer,0,2018,https://letterboxd.com/film/revolting-rhymes-2016/
Short Film (Live Action),The Silent Child,Chris Overton and Rachel Shenton,1,2018,https://letterboxd.com/film/the-silent-child/
Short Film (Live Action),DeKalb Elementary,Reed Van Dyk,0,2018,https://letterboxd.com/film/dekalb-elementary/
Short Film (Live Action),The Eleven O'Clock,Derin Seale and Josh Lawson,0,2018,https://letterboxd.com/film/the-eleven-oclock/
Short Film (Live Action),My Nephew Emmett,"Kevin Wilson, Jr.",0,2018,https://letterboxd.com/film/my-nephew-emmett/
Short Film (Live Action),Watu Wote/All of Us,Katja Benrath and Tobias Rosen,0,2018,https://letterboxd.com/film/watu-wote-all-of-us/
Sound Editing,Dunkirk,Richard King and Alex Gibson,1,2018,https://letterboxd.com/film/dunkirk-2017/
Sound Editing,Baby Driver,Julian Slater,0,2018,https://letterboxd.com/film/baby-driver/
Sound Editing,Blade Runner 2049,Mark Mangini and Theo Green,0,2018,https://letterboxd.com/film/blade-runner-2049/
Sound Editing,The Shape of Water,Nathan Robitaille and Nelson Ferreira,0,2018,https://letterboxd.com/film/the-shape-of-water/
Sound Editing,Star Wars: The Last Jedi,Matthew Wood and Ren Klyce,0,2018,https://letterboxd.com/film/star-wars-the-last-jedi/
Sound Mixing,Dunkirk,"Gregg Landaker, Gary A. Rizzo and Mark Weingarten",1,2018,https://letterboxd.com/film/dunkirk-2017/
Sound Mixing,Baby Driver,"Julian Slater, Tim Cavagin and Mary H. Ellis",0,2018,https://letterboxd.com/film/baby-driver/
Sound Mixing,Blade Runner 2049,"Ron Bartlett, Doug Hemphill and Mac Ruth",0,2018,https://letterboxd.com/film/blade-runner-2049/
Sound Mixing,The Shape of Water,"Christian Cooke, Brad Zoern and Glen Gauthier",0,2018,https://letterboxd.com/film/the-shape-of-water/
Sound Mixing,Star Wars: The Last Jedi,"David Parker, Michael Semanick, Ren Klyce and Stuart Wilson",0,2018,https://letterboxd.com/film/star-wars-the-last-jedi/
Visual Effects,Blade Runner 2049,"John Nelson, Gerd Nefzer, Paul Lambert and Richard R. Hoover",1,2018,https://letterboxd.com/film/blade-runner-2049/
Visual Effects,Guardians of the Galaxy Vol. 2,"Christopher Townsend, Guy Williams, Jonathan Fawkner and Dan Sudick",0,2018,https://letterboxd.com/film/guardians-of-the-galaxy-vol-2/
Visual Effects,Kong: Skull Island,"Stephen Rosenbaum, Jeff White, Scott Benza and Mike Meinardus",0,2018,https://letterboxd.com/film/kong-skull-island/
Visual Effects,Star Wars: The Last Jedi,"Ben Morris, Mike Mulholland, Neal Scanlan and Chris Corbould",0,2018,https://letterboxd.com/film/star-wars-the-last-jedi/
Visual Effects,War for the Planet of the Apes,"Joe Letteri, Daniel Barrett, Dan Lemmon and Joel Whist",0,2018,https://letterboxd.com/film/war-for-the-planet-of-the-apes/
Writing (Adapted Screenplay),Call Me by Your Name,James Ivory,1,2018,https://letterboxd.com/film/call-me-by-your-name/
Writing (Adapted Screenplay),The Disaster Artist,Scott Neustadter & Michael H. Weber,0,2018,https://letterboxd.com/film/the-disaster-artist/
Writing (Adapted Screenplay),Logan,Scott Frank & James Mangold and Michael Green,0,2018,https://letterboxd.com/film/logan-2017/
Writing (Adapted Screenplay),Molly's Game,Aaron Sorkin,0,2018,https://letterboxd.com/film/mollys-game/
Writing (Adapted Screenplay),Mudbound,Virgil Williams and Dee Rees,0,2018,https://letterboxd.com/film/mudbound/
Writing (Original Screenplay),Get Out,Jordan Peele,1,2018,https://letterboxd.com/film/get-out-2017/
Writing (Original Screenplay),The Big Sick,Emily V. Gordon & Kumail Nanjiani,0,2018,https://letterboxd.com/film/the-big-sick/
Writing (Original Screenplay),Lady Bird,Greta Gerwig,0,2018,https://letterboxd.com/film/lady-bird/
Writing (Original Screenplay),The Shape of Water,Guillermo del Toro & Vanessa Taylor,0,2018,https://letterboxd.com/film/the-shape-of-water/
Writing (Original Screenplay),"Three Billboards outside Ebbing, Missouri",Martin McDonagh,0,2018,https://letterboxd.com/film/three-billboards-outside-ebbing-missouri/
